ProviderID,Provider Name,Email,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,Postal Code,Website,ContactName,ContactSurname,ID
846,KORINGBERG (SITE),,,"KORINGBERG PRIMER, KORINGBERG, MOORREESBURG",022-4334355,Rough Work,KORINGBERG PRIMER,KORINGBERG,,,,,943
847,KOUE BOKKEVELD CLC,,,"SKURWEBERG SECONDARY SCHOOL, KOUE BOKKEVELD, OP-DIE-BERG",023-3162748,Rough Work,SKURWEBERG SECONDARY SCHOOL,KOUE BOKKEVELD,,,,,944
848,Koue Bokkeveld Training Centre,joy@kbos.co.za,Po Box 56 Koue Bokkeveld Breede River Rural 6836,Koue Bokkeveld Training Centre 63 Bergsig street Op die Berg Koue Bokkeveld Breede River Rural 6836,023-3170983/ 0835425980/0233170,Rough Work,Koue Bokkeveld Training Centre 63 Bergsig street Op die Berg Koue Bokkeveld Breede River Rural 6836,,6836,,,,945
849,KRAAIFONTEIN CLC,,,"Koopmans Avenue, Scottsdene, KRAAIFONTEIN",021-9882835,Rough Work,Koopmans Avenue,Scottsdene,,,,,946
85," Aldabri 106 (Pty) Ltd T/A Institute for Quality Education, Training & Development (CAPE TOWN) (TP)",http://www.mbendi.com/company/airite-cc-1368903,"Sunrise Pk, Sunrise Cir, Ndabeni, Cape Town","P.O. Box 878, Howard Place, Cape Town, 7450",+27 21 5313593,Rough Work,P.O. Box 878,Howard Place,7450,,,,947
850,KRAAIFONTEIN SHOOTING ACADEMY KRAAIFONTEIN ,info@kraaifonteinshooting.co.za,PO Box 5172 Kraaifontein North 7572,"Municipal Sports Grounds Sarel van Deventer Street Kraaifontein, Western Cape 7572, South Africa",,Rough Work,Municipal Sports Grounds Sarel van Deventer Street Kraaifontein,Western Cape 7572,7572,,,,948
851,KRAAIFONTEIN SHOOTING ACADEMY ,info@kraaifonteinshooting.co.za,PO Box 5172 Kraaifontein North 7572,"Municipal Sports Grounds Sarel van Deventer Street Kraaifontein, Western Cape 7572, South Africa",,Rough Work,Municipal Sports Grounds Sarel van Deventer Street Kraaifontein,Western Cape 7572,7572,,,,949
852,KRANSHOEK,,,"KRANSHOEK PS, MONUMENT STREET, KRANSHOEK",044-5339357,Rough Work,KRANSHOEK PS,MONUMENT STREET,,,,,950
853,Kromco (Pty) Limited,hrofficer@kromco.co.za,P.O. Box 133 Grabouw Theewaterskloof Urban 7160,Kromco (Pty) Limited Patryslaagte Grabouw Overstrand Urban 7160,021-8506700,Rough Work,Kromco (Pty) Limited Patryslaagte Grabouw Overstrand Urban 7160,,7160,,,,951
854,KRUISMANSRIVIER,,,"AANDBLOMSTRAAT, P/A STEYNVILLE SEK, PIKETBERG",022-9131309,Rough Work,AANDBLOMSTRAAT,P/A STEYNVILLE SEK,,,,,952
855,KUYASA CLC,,,"LUDWE NGAMLANA MQA MKI STREET, KUYASA, KHAYELITSHA",083-2416411,Rough Work,LUDWE NGAMLANA MQA MKI STREET,KUYASA,,,,,953
856,KWANOKUTHULA (PHAKAMISANI),,,"PHAKAMISANI PRIMARY, SISHUBA STREET, KWANOKUTHULA",044-5333029,Rough Work,PHAKAMISANI PRIMARY,SISHUBA STREET,,,,,954
858,KWV SOUTH AFRICA PTY LTD,eksteena@kwv.co.za,POSBUS 528 WESTERN CAPE SUIDER PAARL 7624,POSBUS 528 WESTERN CAPE,021-8073911,Rough Work,POSBUS 528 WESTERN CAPE,,,,,,955
86, ALL DIESEL ENGINE PIPES T/A ADE PIPES (Kraaifontein),vincent@adepipes.co.za,"Industrial Road, Kraaifontein Industrial, KRAAIFONTEIN, 7569","P O Box 1034, KRAAIFONTEIN, 7570",021 987 0205,Rough Work,P O Box 1034,KRAAIFONTEIN,7570,,,,956
862,LADISMITH KAAS MPY EDMS BPK,info@ ladismithcheese.co.za,SCHOONGESICHT LAAN LADISMITH LADISMITH 6655,SCHOONGESICHT LAAN LADISMITH,028-5511675,Rough Work,SCHOONGESICHT LAAN LADISMITH,,,,,,957
863,LAMBERTSBAAI,,,"PW DE BRUIN PRIMARY, PIETERSEN STREET, LAMBERTSBAY",027-4822223,Rough Work,PW DE BRUIN PRIMARY,PIETERSEN STREET,,,,,958
867,LATEGANSVLEI ALC,,,"LATEGANSVLEI PRIMARY, LATEGANSVLEI, OUDTSHOORN",044-2793253,Rough Work,LATEGANSVLEI PRIMARY,LATEGANSVLEI,,,,,959
868,Lateral Training Solutions (PTY) LTD,eliznacoetzee@nashuaisp.co.za,PO Box 671 Vredendal 8160,Lateral Training Solutions (PTY) LTD Groenhoek Vredendal Western Cape 8160,027-2132431 / 0726212446,Rough Work,Lateral Training Solutions (PTY) LTD Groenhoek Vredendal Western Cape 8160,,8160,,,,960
869,Latitude Varsity ,info@latitudevarsity.com,"PO Box 11191, Table View, 7443","Table View Campus
Bayside Office Park,
41-43 Erica Road,
Table V 
7441",0861.33.54.00 or 021 300 5400,Rough Work,Table View Campus,,744,,,,961
87, Allweld Solutions (Pty) Ltd (MAITLAND) (TP),theo@allweldsolutions.co.za,"2 Diesel Road, Ndabeni, Maitland, CAPE TOWN, 7405","P O Box 145, Howard Place, PINELANDS",021 510-1482,Rough Work,P O Box 145,Howard Place,,,,,962
870,Laughton & Co (Pty) Ltd,Plastbag@iafrica.com,32 Osborne Street,,021- 465 7220,,32 Osborne Street,Woodstock,7925,,Keith Selwyn van Aarde,,963
871,Lavender Moon Trading 27 cc,mfundos.osh@telkomsa.net,0,Lavender Moon Trading 27 cc 15 Roseland Road Rondebosch Cape Town Metro Urban,021-6892558,Rough Work,Lavender Moon Trading 27 cc 15 Roseland Road Rondebosch Cape Town Metro Urban,,,,,,964
872,LE JARDINE,,,"Le Jardine, PORTERVILLE",022-9313947,Rough Work,Le Jardine,PORTERVILLE,,,,,965
873,Leadership Options cc,herman@leadershipoptions.co.za,7 Rust-en-Vrede Business Park 17 Oxford Street  Durbanville Cape Town 7550,7 Rust-en-Vrede Business Park 17 Oxford Street Durbanville Cape Town 7550,021-975 3431,Rough Work,7 Rust-en-Vrede Business Park 17 Oxford Street Durbanville Cape Town 7550,,7550,,,,966
874,Learn Ability and Training Development t/a LearnAbility,glenda@learnability.co.za,8 Sherwood Court Dreyersdal Road Bergvliet 7945,8 Sherwood Court Dreyersdal Road Bergvliet 7945,082-463 5891,Rough Work,8 Sherwood Court Dreyersdal Road Bergvliet 7945,,7945,,,,967
877,Learn to Lead,adam@learntolead.co.za,"Unit 201, 16 on Victoria Avenue Hout Bay Cape Town 7806","Unit 201, 16 on Victoria Avenue Hout Bay Cape Town 7806",021-790 9001,Rough Work,Unit 201,16 on Victoria Avenue Hout Bay Cape Town 7806,7806,,,,968
878,LEIDEN CLC,,,"C/O LEIDEN AND JAN DIESEL AVEN,LEIDEN, DELFT",021-9542688,Rough Work,C/O LEIDEN AND JAN DIESEL AVEN,LEIDEN,,,,,969
879,LENTEGEUR,,,"LENTEGEUR PUBLIC LIBRARY, MERRYDALE ROAD, MITCHELLS PLAIN",021-6921355,Rough Work,LENTEGEUR PUBLIC LIBRARY,MERRYDALE ROAD,,,,,970
88, ALPHA PRESISIE INGENIEURSWESE (EDMS) BPK (Stellenbosch),,"7 A Delson Circle, Somerset Business Park, Somerset West, 7599","7 A Delson Circle, Somerset Business Park, Somerset West, 7601",021 8510038,Rough Work,7 A Delson Circle,Somerset Business Park,7601,,,,971
880,LEWENSRUIMTE ELSEN ABET CENTRE,,,"DE LA BAT ROAD, WORCESTER, WORCESTER",023-3420757,Rough Work,DE LA BAT ROAD,WORCESTER,,,,,972
882,Lithotech Manufacturing Cape,,Bofors Circle,Bofors Circle,215074100,Rough Work,Bofors Circle,,,,,,973
883,Lithotech Manufacturing Cape,pieterb@lithotech.co.za,P O BOX 603,,021-  507 4100,,Bofors Circle,Epping Industria 2,7490,,Pieter Breytenbach,,974
884,LIVINGSTONE TOURISM ACADEMY,info@capeguidetraining.co.za,,,219763971,,80A De keur Street,Durbanville,7551,,,,975
885,LIVINGSTONE TOURISM ACADEMY,ronel@moonstoneinfo.com,,,218838000,,80A De keur Street,Durbanville,7551,,,,976
886,Logo Print,,1st Street,1st Street,215930250,Rough Work,1st Street,,,,,,977
888,Loubser Du Plessis Inc ,info@ldp.co.za,"PO Box 920
Stellenbosch
7599","De Waterkant
10 Helderberg Street
Stellenbosch",+27-21-888 5600,Rough Work,De Waterkant,,,,,,978
889,LUCKHOFF SECONDARY ALC,,,"LUCKHOFF SEN. SEC, BLOEKOM AVENUE, IDAS VALLEY, STELLENBOSCH",021-8828357,Rough Work,LUCKHOFF SEN. SEC,BLOEKOM AVENUE,,,,,979
89, ALSTOM SATCHWELL CONTROLS (Southern Paarl),,"Contractor Road, Southern Paarl","Private Bag X6002, SOUTHERN PAARL, 7624",021 863 2054,Rough Work,Private Bag X6002,SOUTHERN PAARL,7624,,,,980
891,LUTZVILLE CLC,,,"SUIKERHOEK STRAAT, LUTZVILLE, VREDENDAL",-,Rough Work,SUIKERHOEK STRAAT,LUTZVILLE,,,,,981
892,LYNEDOCH,,,"MEERLUST, LYNEDOCH",021-8083638,Rough Work,MEERLUST,LYNEDOCH,,,,,982
893,MA AFRIKA TIKKUN CLC,,,"THE HAGUE RECREATION CENTRE, MAIN ROAD, DELFT",073-5976374,Rough Work,THE HAGUE RECREATION CENTRE,MAIN ROAD,,,,,983
895,Majahd Educational Services Multi-Purpose Primary Co-operative,majahd.ltd@gmail.com,P O Box 75 Okiep  8270,1 Church Street Okiep 8270,027- 744 1310,Rough Work,1 Church Street Okiep 8270,,8270,,,,984
896,MALMESBURY NEW PRISON,,,"ROZENBURG STREET, MALMESBURY, MALMESBURY",022-4827754,Rough Work,ROZENBURG STREET,MALMESBURY,,,,,985
898,MALMESBURY VOLWASSE ONDERWYSSENTRUM,,,"DARLINGWEG, SCHOONSPRUIT, MALMESBURY",022-4864541,Rough Work,DARLINGWEG,SCHOONSPRUIT,,,,,986
9, Hyundai automotive (PTY) LTD T/A HYUNDAI BELLVILLE (Bellville),twillich@hyundai.co.za,"P O Box 3710, TYGERVALLEI, 7536","74 Voortrekker Street, BELLVILLE, 7536",021 957-5000,Rough Work,74 Voortrekker Street,BELLVILLE,7536,,,,987
901,Management College of Southern Africa (MANCOSA) ,capetown2@staff.mancosa.co.za ,,First floor Stadium on Main 99 Main Rd Claremont,021 671 6576 ,Rough Work,First floor Stadium on Main 99 Main Rd Claremont,,,,,,988
902,MANUEL SECURITY CC ,info@manuelsecurity.co.za,A” 368 Albert Road Salt River Cape Town Western Cape 7900,A” 368 Albert Road Salt River Cape Town Western Cape 7900,073 833 4888 / 083 678 7802,Rough Work,A” 368 Albert Road Salt River Cape Town Western Cape 7900,,7900,,,,989
903,MARINE PRODUCTS LTD,ilne@mp.co.za,POSBUS 203 VELDDRIF 7365,RIVER STREET LAAIPLEK,022-88 30125,Rough Work,RIVER STREET LAAIPLEK,,,,,,990
904,Marriage and Family Life Office,suzanne.duncan@pastoraldevelopment.co.za,P O Box 2910 Cape Town 8000,12 Bouquet Street Claremont Cape Town 8001,087-807 9157,Rough Work,12 Bouquet Street Claremont Cape Town 8001,,,,,,991
905,Mary Poppins Professional Au P,mpoppinns@mweb.co.za,c/o Cape Town Teachers Centre P O Box 44460 Claremont 7736,Cape Town Teachers Centre Molteno Road Claremont 7736,021-6746689,Rough Work,Cape Town Teachers Centre Molteno Road Claremont 7736,,,,,,992
906,MARYLAND LITERACY PROGRAMME,,,"C/O MARYLAND CENTRE, SUMMIT ROAD, HANOVER PARK",021-6921355,Rough Work,C/O MARYLAND CENTRE,SUMMIT ROAD,,,,,993
907,MASAKHANE ALC,,,"MANDELA STREET, MASAKHANE, GANSBAAI",028-3151652,Rough Work,MANDELA STREET,MASAKHANE,,,,,994
908,MASAKHANE ALC,,,"UMNQOPHISO PRIMARY, NONKQUBELA STREET, LWANDLE",021-8455656,Rough Work,UMNQOPHISO PRIMARY,NONKQUBELA STREET,,,,,995
911,MASINYUSANE CLC,,,"RELIEF STREET, MURRAYSBURG",049-8440592,Rough Work,RELIEF STREET,MURRAYSBURG,,,,,996
912,MASIYILE ALC,,,"MASIYILE HIGH, C/O BONGA AND PAMA ROAD, KHAYELITHSA",021-3641656,Rough Work,MASIYILE HIGH,C/O BONGA AND PAMA ROAD,,,,,997
913,MASIZAME ALC,,,"IMBONISELO PRIM, LINGELIHLE STREET, MBEKWENI, PAARL",021-8642418,Rough Work,IMBONISELO PRIM,LINGELIHLE STREET,,,,,998
914,Mathematics Education Primary Programme,info2@mepp.co.za,P O BOX 23447 CLAREMONT 1 7735,1 ALMYR COURT  HUGON ROAD CLAREMONT 7735,021-683 6094,Rough Work,1 ALMYR COURT  HUGON ROAD CLAREMONT 7735,,7735,,,,999
915,MATIE COMMUNITY SERVICE,,,"BANHOEK ROAD, STELLENBOSCH, STELLENBOSCH",021-8083644,Rough Work,BANHOEK ROAD,STELLENBOSCH,,,,,1000
916,Maxel Solutions,madiniya.chellan@gmail.com,9 Fortesque Road Crawford Cape Town 7780,9 Fortesque Road Crawford Cape Town 7780,079-445 5699,Rough Work,9 Fortesque Road Crawford Cape Town 7780,,7780,,,,1001
917,MBEKWENI LITERACY PROJECT,,,"LANGABUYA PRIMARY, MAFILA STREET, MBEKWENI",021-8642418,Rough Work,LANGABUYA PRIMARY,MAFILA STREET,,,,,1002
918,MC Hanekom ,,,"DIE TREK STREET
Piketberg, Western Cape",022 9132800,Rough Work,DIE TREK STREET,,,,,,1003
920,Mc Intosh Xaba and Associates (MXA) ,mxa (at) mxa.co.za,PO Box 61221  Bishopsgate  4008  Durban,195 Umhlanga Rocks Drive Durban North,Tel: +27 87 754 4030 / +27 31 563 4335 Cell: +27 82 443 7423,Rough Work,195 Umhlanga Rocks Drive Durban North,,,,,,1004
921,McCarthy Automotive Artisans Academy (CAPE TOWN) (DTTC),,"Unit 6B, Saxonburg Business Park, Barlinka Road, Blackheath, 8000","Unit 6B, Saxonburg Business Park, Barlinka Road, Blackheath, 8000",219057997,Rough Work,Unit 6B; Saxonburg Business Park,Barlinka Road,8000,,,,1005
922,MCGREGOR CLC,,,"THUSONG BUILDING, PADDY STREET, ROBERTSON",023-6262542,Rough Work,THUSONG BUILDING,PADDY STREET,,,,,1006
923,MECHANICAL TRAINING SCHOOL (Bellville South),,,,,Rough Work,,,,,,,1007
925,Media Village Communication,annemarie@mediavillage.info,P O Box 610  Constantia 7945,13 Sondal Road Eversdal Durbanville Cape Town Western Cape 7550,021- 975 7800,Rough Work,13 Sondal Road Eversdal Durbanville Cape Town Western Cape 7550,,7550,,,,1008
926,Mediclinic (Pty) Ltd,rvdm@mediclinic.com,PO Box 456 STELLENBOSCH 7599,"Tijgerpark 1, Willie van Schoor Drive, Bellville, 7530",(021) 809 6500,Rough Work,Tijgerpark 1,Willie van Schoor Drive,7530,,,,1009
927,Merpak Envelopes Cape (Pty) Limited,,13-19 Hillstar Avenue,13-19 Hillstar Avenue,217995740,Rough Work,13-19 Hillstar Avenue,,,,,,1010
929,Metavarsity cc,Gillian@metavarsity.com,SUITE 208 RHEEDE STREET GARDENS 8001,SUITE 208 RHEEDE STREET GARDENS 8001,021-4264538,Rough Work,SUITE 208 RHEEDE STREET GARDENS 8001,,,,,,1011
93, ARCELORMITTAL SA - SALDANHA WORKS T/A SALDANHA STEEL (PTY) LTD (Saldanha)(TP),www.arcelormittalsa.com,"Ystervarkensrug, Saldanha","Ystervarkensrug, Saldanha",227 094 000,Rough Work,Ystervarkensrug,Saldanha,,,,,1012
930,METHODIST CHURCH,,,"METHODISTE KERK, BRANDERSTRAAT, RUSTDENE, BEAUFORT-WES",023-4143834,Rough Work,METHODISTE KERK,BRANDERSTRAAT,,,,,1013
931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,Rough Work,MAARMAN STRAAT,KWAMANDLENKOSI,,,,,1014
933,MFULENI CLC,,,"C/O TOKWANA AND NQUBELANI, EXTENSION 6, MFULENI",061-0669254,Rough Work,C/O TOKWANA AND NQUBELANI,EXTENSION 6,,,,,1015
934,MGI Bass Gordon GHF ,alumni@bassgordon.co.za.,"P.O. Box 838
Cape Town
South Africa
8000","1 Long Street, Cape Town City Centre, Cape Town, 8001",021 405 8500/01,Rough Work,1 Long Street,Cape Town City Centre,8001,,,,1016
935,MHONKO'S WASTE AND SECURITY SERVICES CC ,info@mhonko.co.za,,"5 Lincoln Street, Bellville, Western Cape, South Africa.",021-9489083,Rough Work,5 Lincoln Street,Bellville,,,,,1017
936,MIDDELPLAAS,,,"MIDDELPLAAS, PORTERVILLE, PORTERVILLE",022-9313947,Rough Work,MIDDELPLAAS,PORTERVILLE,,,,,1018
938,Mills Litho,,Cnr 11th Avenue & Numan Street,"Cnr 11th Avenue & Nyman Street, Kensington",215939160,Rough Work,Cnr 11th Avenue & Nyman Street,Kensington,,,,,1019
939,Mills Litho,johns@millslitho.co.za,P O Box 4503,,021-  593 9160,,Cnr 11th Avenue & Numan Street,Kensington,7405,,John R W Scheffers,,1020
94, Arc-Tec Training Centre (PAARDEN EILAND) (TP),,Paarden Island,Paarden Island,,Rough Work,Paarden Island,,,,,,1021
940,Milpark Business School,Jacqui.vanMarcke@milpark.ac.za,"P.O Box 44235
Claremont
Cape Town
7735","2nd Floor Sunclare Building
Cnr Protea & Dreyer Rds
Claremont
Cape Town
7708",(021) 6739100,Rough Work,2nd Floor Sunclare Building,,,,,,1022
941,Milpark Business School (Pty) Ltd,info@milpark.ac.za,PO Box 91714 AUCKLAND PARK 2006,"2nd Floor Sunclare, Corner Protea and Dreyer Roads, Claremont, Cape Town, 7708",(011) 718 4010,Rough Work,2nd Floor Sunclare;  Corner Protea and Dreyer Roads,Claremont,7708,,,,1023
942,Milpark Business School (Pty) Ltd,Maritsa.Grewe@milpark.ac.za,,"2nd Floor Sunclare Building
Cnr Protea & Dreyer Rds
Claremont
Cape Town
7708",0216739100,Rough Work,2nd Floor Sunclare Building,,,,,,1024
943,Milpark Education (Pty) Ltd,info@milpark.ac.za,Dryer and Protea Roads Claremont Cape Town Metro Urban 7735,Dryer and Protea Roads Claremont Cape Town Metro Urban 7735,011-8059661,Rough Work,Dryer and Protea Roads Claremont Cape Town Metro Urban 7735,,7735,,,,1025
946,Mind Magic Consulting,zuleigha@mindmagic.co.za,275 Victoria Road Salt River 7925,275 Victoria Road Salt River 7925,021-448 7112,Rough Work,275 Victoria Road Salt River 7925,,,,,,1026
947,Mind Magic Consulting ,ulearn@mindmagic.co.za,(same as physical?),"275 Victoria Road, Salt River, Cape Town",021  448  7112,Rough Work,275 Victoria Road,Salt River,,,,,1027
950,MKHANGELI ALC,,,"IMBASA PRIMARY, C/O NEW EISLEBEN ROAD, OLD CROSSROADS",021-3860877,Rough Work,IMBASA PRIMARY,C/O NEW EISLEBEN ROAD,,,,,1028
951,MKHANYISELI CLC,,,"MKHANYISELI PRIM SCHOOL, TERMINUS ROAD, K.T.C, NYANGA",021-3863454,Rough Work,MKHANYISELI PRIM SCHOOL,TERMINUS ROAD,,,,,1029
952,ML Viljoen Consultants,mlv@mweb.co.za,P O Box 60535 Table View 7439,27 Strubens Road Mowbray  Cape town,021-686 8988,Rough Work,27 Strubens Road Mowbray  Cape town,,,,,,1030
954,Mokete Training and Consulting Services cc,mamokiti@telkomsa.net,6 Caernarvon Crescent Parklands Cape Town 7441,6 Caernarvon Crescent Parklands Cape Town 7441,021-556 4648,Rough Work,6 Caernarvon Crescent Parklands Cape Town 7441,,7441,,,,1031
955,Mondipak  Kuilsriver,cleibbrandt@mpsa.co.za,P O Box 27,,021- 906 1444,,14 Fabriek Street,Kuilsriver,7580,,Mrs Celia Leibbrandt,,1032
956,Mondipak Epping,,P O Box 120,,021- 592 1762,,Cnr Drukkery And Malherbe Street,Goodwood,7460,,Spurgeon  Lange,,1033
957,MondiPak Namibia (Pty) Ltd,rkaura@mpsa.co.za,PO Box 399,,002 646 421 4200,44 Third Street,Walvis Bay,Namibia,,,Roswitha Kaura,,1034
96, ATLANTIS EDUCATION & TRAINING INSTITUTE (Atlantis)(TP),,,,,Rough Work,,,,,,,1035
961,Moore Stephens Management Services (Pty) Ltd ,postmaster@moorestephens.co.za,,"3rd & 4th Floor, The Gateway,
Century Way, Century Cit  7441",(0)21 525 8600,Rough Work,3rd & 4th Floor,The Gateway,7441,,,,1036
962,MOORREESBURG CLC (MOVOS),,,"HOOF STRAAT, MOORREESBURG, MOORREESBURG",022-4334355,Rough Work,HOOF STRAAT,MOORREESBURG,,,,,1037
963,MORGENSTER (BALCO),,,"THE FARM, SAMANTHA ROADS, MITCHELLS PLAIN",021-7157497,Rough Work,THE FARM,SAMANTHA ROADS,,,,,1038
964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,Rough Work,MAYIXHALE STREET,KANONQABA,,,,,1039
965,Mpact Kuilsriver,,14 Fabriek Street,14 Fabriek Street,219061444,Rough Work,14 Fabriek Street,,,,,,1040
966,Multi Dimentional t/a Trans4m,sdservices@telkomsa.net,Postnet Suite 16 Private Bag x 21 Howard Place 7450,8 Parkchester Avenue Pinelands Cape Town 7450,021-5312351,Rough Work,8 Parkchester Avenue Pinelands Cape Town 7450,,7450,,,,1041
967,MZAMOMHLE ALC,,,"SAGOLODA STREET, BROWNS FARM, PHILLIP",021-3883358,Rough Work,SAGOLODA STREET,BROWNS FARM,,,,,1042
968,NACCW,headoffice@naccw.org.za,9 220 OTTERY ROAD CAPE TOWN 7800,9 220 OTTERY ROAD CAPE TOWN 7800,021-7626076,Rough Work,9 220 OTTERY ROAD CAPE TOWN 7800,,7800,,,,1043
97, AUTO BODY COACH WORKS (Parow),bevilledw@mweb.co.za,"P O Box 1408, PAROW, 7500","43 King Edward Street, PAROW, 7500",021 930-0798,Rough Work,43 King Edward Street,PAROW,7500,,,,1044
970,Namaqua Sands,kevin.nangle@za.tronox.com,"PO Box 435, Vredenburg, 7380","Trunk Road 85/1, Smelter, Saldanha, 7380",,Rough Work,Trunk Road 85/1,Smelter,7380,,,,1045
973,Nampak Cartons & Labels (W.C.),,Dacres Avenue,Dacres Avenue,215074300,Rough Work,Dacres Avenue,,,,,,1046
974,Nampak Cartons & Labels (W.C.),Charlene.Stemmet@za.nampak.com,P O Box 2222,,021-  507 4300,,Dacres Avenue,Epping,7463,,Charlene Stemmet,,1047
975,"Nampak Cartons & Labels, Gravure - Western Cape",,Printpak Building,Printpak Building,215348141,Rough Work,Printpak Building,,,,,,1048
978,Nampak Corrugated Cape Town,,Cnr Hewitt Avenue & Bofors Circle,Cnr Hewitt Avenue & Bofors Circle,215051300,Rough Work,Cnr Hewitt Avenue & Bofors Circle,,,,,,1049
979,Nampak Corrugated Cape Town,kerwyn.safers@za.nampak.com,P O Box 206,,021- 505 1300,,Cnr Hewitt Avenue & Bofors Circle,Epping,7464,,Kerwyn Safers,,1050
98, AUTO MECHANICAL SERVICES (Beaufort West),,"153 Donkin Street, BEAUFORT WEST, 6970","153 Donkin Street, BEAUFORT WEST, 6970",023 415-1686,Rough Work,153 Donkin Street,BEAUFORT WEST,6970,,,,1051
980,Nampak Flexible Cape,,4 Bayete Street,4 Bayete Street,215075300,Rough Work,4 Bayete Street,,,,,,1052
981,Nampak Flexible Cape,Lindelwa.mbadlanyana@za.nampak.com,P O Box 232,,021- 507 5300,,4 Bayete Street,NDABENI,7405,,Lindelwa Mbadlanyana,,1053
982,Nampak Laminated & Coated Products,,8 Red Street,8 Red Street,324393000,Rough Work,8 Red Street,,,,,,1054
983,NAPIER (NEXT STEP),,,"RECREATION STREET, BREDASDORP, BREDASDORP",028-4252763,Rough Work,RECREATION STREET,BREDASDORP,,,,,1055
984,Nascence Education,info@nascence.co.za,3 ROODEBLOEM OFFICE PARK,20 BELLA ROSA STREET CAPE TOWN 7530,021-9103165,Rough Work,20 BELLA ROSA STREET CAPE TOWN 7530,,7530,,,,1056
985,Nasionale Boekdrukkery,ngrobbel@paarlgravure.co.za,Drukkerystraat,,0215907000,,Drukkerystraat,Goodwood,7500,,N Grobbelaar,,1057
986,NATIONAL DEPARTMENT OF CORRECTIONAL SERVICE - POLLSMOOR PRODUCTION WORKSHOP (Tokai),leratol@tiscali.co.za,"Private Bag X4, TOKAI, 7966","Steenberg Road, Pollsmoor Prison Workshops, TOKAI, 7966",021 700-1261,Rough Work,Steenberg Road,Pollsmoor Prison Workshops,7966,,,,1058
987,National Institute for he Deaf,smclaren@telkomsa.net,,,213473546/233473597,Rough Work,,,,,,,1059
988,National Institute For The Deaf,college@nid.org.za,Private Bag X 3101 Worcester Breede Valley Urban 6849,"National Institute For The Deaf 941 De La Bat Road,30 Worcester Breede Valley Urban 6849",023-347 3546/7,Rough Work,National Institute For The Deaf 941 De La Bat Road,30 Worcester Breede Valley Urban 6849,,,,,1060
989,National Occupational Safety and Health Consultancy,noshctraining@gmail.com,P O Box 116 Simonstown 7995,30 Nelson Drive Simons Town 7995,086-1111232,Rough Work,30 Nelson Drive Simons Town 7995,,7995,,,,1061
99, Barloworld Equipment (Pty) Ltd (BELLVILLE) (TP),www.barloworld-equipment.com,"Electron Ave, Isando, Gauteng, 1600","Electron Ave, Isando, Gauteng, 1600",,Rough Work,Electron Ave,Isando,1600,,,,1062
990,National Training Institute (NTI),elsje@ntitraining.co.za,PO Box 1109 Bellville Cape Town Cape Town Metro Urban 7535,National Training Institute (NTI) 32 Kommissaris Street Welgemoed Cape Town Cape Town Metro Urban 7535,021- 913 1222,Rough Work,National Training Institute (NTI) 32 Kommissaris Street Welgemoed Cape Town Cape Town Metro Urban 7535,,,,,,1063
991,NEDERBURG CLC,,,"P/A PAULUS JOUBERT, BEUKES STREET, PAARL",021-8779017,Rough Work,P/A PAULUS JOUBERT,BEUKES STREET,,,,,1064
992,Neftin Computers & Electronics,neftin@iburst.co.za,0,0,021-8622099,Rough Work,0,,,,,,1065
993,Neftin Computers and Electronics,neftin@iburst.co.za,68 Bonaparte Avenue Klein Parys Paarl 7646,68 Bonaparte Avenue Klein Parys Paarl 7646,021-862 2099,Rough Work,68 Bonaparte Avenue Klein Parys Paarl 7646,,7646,,,,1066
