ProviderID,Provider Name,Group Provider,Email,Postal address,Centre address,Telephone no,Room_Floor,Building,House Number,StreetName,Mini_Suburb,Suburb,City,Postal Code,Comment,Website,ContactName,ContactSurname,ID,ETQAs_providers_ID,OldStreetData,Old_Room_Floor,Old_Building,Old_House Number,Old_StreetName,Old_Suburb,Old_City,Old_Postal Code
868,Lateral Training Solutions (PTY) LTD,,eliznacoetzee@nashuaisp.co.za,PO Box 671 Vredendal 8160,Lateral Training Solutions (PTY) LTD Groenhoek Vredendal Western Cape 8160,027-2132431 / 0726212446,,,,,,Groenhoek,Vredendal,8160,,,,,981,20,Rough Work,,,,Lateral Training Solutions (PTY) LTD Groenhoek Vredendal Western Cape 8160,,,8160
869,Latitude Varsity ,,info@latitudevarsity.com,"PO Box 11191, Table View, 7443","Table View Campus
Bayside Office Park,
41-43 Erica Road,
Table V 
7441",0861.33.54.00 or 021 300 5400,Table View Campus,Bayside Office Park,41,Erica Road,,Table View,,7441,,,,,982,2,Rough Work,Table View Campus,Bayside Office Park,41,Erica Road,Table View,,7441
87,Allweld Solutions (Pty) Ltd (MAITLAND) (TP),,theo@allweldsolutions.co.za,"2 Diesel Road, Ndabeni, Maitland, CAPE TOWN, 7405","P O Box 145, Howard Place, PINELANDS",021 510-1482,,,2,Diesel Road,,Ndabeni,,7405,Address Added,,,,983,8,Rough Work,,,,P O Box 145,Howard Place,,
870,Laughton & Co (Pty) Ltd,,Plastbag@iafrica.com,32 Osborne Street,,021- 465 7220,,,32,Osborne Street,,Woodstock,,7925,,,Keith Selwyn van Aarde,,984,4,,,,,32 Osborne Street,Woodstock,,7925
871,Lavender Moon Trading 27 cc,,mfundos.osh@telkomsa.net,0,Lavender Moon Trading 27 cc 15 Roseland Road Rondebosch Cape Town Metro Urban,021-6892558,,,15,Roseland Road,,Rondebosch,Cape Town,,,,,,985,20,Rough Work,,,,Lavender Moon Trading 27 cc 15 Roseland Road Rondebosch Cape Town Metro Urban,,,
872,LE JARDINE,,,,"Le Jardine, PORTERVILLE",022-9313947,,Le Jardine,,PORTERVILLE,,PORTERVILLE,PORTERVILLE,,,,,,986,12,Rough Work,,Le Jardine,,PORTERVILLE,PORTERVILLE,PORTERVILLE,
873,Leadership Options cc,,herman@leadershipoptions.co.za,7 Rust-en-Vrede Business Park 17 Oxford Street  Durbanville Cape Town 7550,7 Rust-en-Vrede Business Park 17 Oxford Street Durbanville Cape Town 7550,021-975 3431,,7 Rust-en-Vrede Business Park,17,Oxford Street,,Durbanville,,,,,,,987,25,Rough Work,,,,7 Rust-en-Vrede Business Park 17 Oxford Street Durbanville Cape Town 7550,,,7550
874,Learn Ability and Training Development t/a LearnAbility,,glenda@learnability.co.za,8 Sherwood Court Dreyersdal Road Bergvliet 7945,8 Sherwood Court Dreyersdal Road Bergvliet 7945,082-463 5891,,Sherwood Court,8,Dreyersdal Road,,Bergvliet,,,,,,,988,25,Rough Work,,,,8 Sherwood Court Dreyersdal Road Bergvliet 7945,,,7945
877,Learn to Lead,,adam@learntolead.co.za,"Unit 201, 16 on Victoria Avenue Hout Bay Cape Town 7806","Unit 201, 16 on Victoria Avenue Hout Bay Cape Town 7806",021-790 9001,Unit 201,16 on Victoria Avenue,16,Victoria Avenue,,Hout Bay,Cape Town,7806,,,,,989,19,Rough Work,,,,Unit 201,16 on Victoria Avenue Hout Bay Cape Town 7806,,7806
878,LEIDEN CLC,,,,"C/O LEIDEN AND JAN DIESEL AVEN,LEIDEN, DELFT",021-9542688,,C/O LEIDEN AND JAN DIESEL AVEN,,LEIDEN,,LEIDEN,DELFT,,,,,,990,12,Rough Work,,C/O LEIDEN AND JAN DIESEL AVEN,,LEIDEN,LEIDEN,DELFT,
879,LENTEGEUR,,,,"LENTEGEUR PUBLIC LIBRARY, MERRYDALE ROAD, MITCHELLS PLAIN",021-6921355,,LENTEGEUR PUBLIC LIBRARY,,MERRYDALE ROAD,,MITCHELLS PLAIN,MITCHELLS PLAIN,,,,,,991,12,Rough Work,,LENTEGEUR PUBLIC LIBRARY,,MERRYDALE ROAD,MITCHELLS PLAIN,MITCHELLS PLAIN,
88,ALPHA PRESISIE INGENIEURSWESE (EDMS) BPK (Stellenbosch),,,"7 A Delson Circle, Somerset Business Park, Somerset West, 7599","7 A Delson Circle, Somerset Business Park, Somerset West, 7601",021 8510038,,Somerset Business Park,7A,Delson Circle,,SOMERSET WEST,SOMERSET WEST,7601,,,Duplicate Suburb/City,,992,8,Rough Work,,,,7 A Delson Circle,Somerset Business Park,,7601
880,LEWENSRUIMTE ELSEN ABET CENTRE,,,,"DE LA BAT ROAD, WORCESTER, WORCESTER",023-3420757,,,,DE LA BAT ROAD,,WORCESTER,WORCESTER,,,,,,993,12,Rough Work,,,,DE LA BAT ROAD,WORCESTER,WORCESTER,
882,Lithotech Manufacturing Cape,,,Bofors Circle,Bofors Circle,215074100,,,,Bofors Circle,,Epping Industrial,,7475,,,,,994,11,Rough Work,,,,Bofors Circle,,,
883,Lithotech Manufacturing Cape,,pieterb@lithotech.co.za,P O BOX 603,,021-  507 4100,,,2,Bofors Circle,,Epping Industria 2,,7490,,,Pieter Breytenbach,,995,4,,,,,Bofors Circle,Epping Industria 2,,7490
884,LIVINGSTONE TOURISM ACADEMY,,info@capeguidetraining.co.za,,,219763971,,,,De keur Street,,Durbanville,,7551,,,,,996,22,,,,,80A De keur Street,Durbanville,,7551
885,LIVINGSTONE TOURISM ACADEMY,,ronel@moonstoneinfo.com,,,218838000,,,,De keur Street,,Durbanville,,7551,,,,,997,22,,,,,80A De keur Street,Durbanville,,7551
886,Logo Print,,,1st Street,1st Street,215930250,,,,1st Street,,Maitland,,7405,,,,,998,11,Rough Work,,,,1st Street,,,
888,Loubser Du Plessis Inc ,,info@ldp.co.za,"PO Box 920
Stellenbosch
7599","De Waterkant
10 Helderberg Street
Stellenbosch",+27-21-888 5600,,De Waterkant,10,Helderberg Street,,Stellenbosch,,,,,,,999,2,Rough Work,,De Waterkant,10,Helderberg Street,Stellenbosch,,
889,LUCKHOFF SECONDARY ALC,,,,"LUCKHOFF SEN. SEC, BLOEKOM AVENUE, IDAS VALLEY, STELLENBOSCH",021-8828357,,LUCKHOFF SEN. SEC,,BLOEKOM AVENUE,,IDAS VALLEY,IDAS VALLEY,,,,,,1000,12,Rough Work,,LUCKHOFF SEN. SEC,,BLOEKOM AVENUE,IDAS VALLEY,IDAS VALLEY,
89,ALSTOM SATCHWELL CONTROLS (Southern Paarl),,,"Contractor Road, Southern Paarl","Private Bag X6002, SOUTHERN PAARL, 7624",021 863 2054,,,,Contractor Road,,Southern Paarl,PAARL,7624,Address Added,,,,1001,8,Rough Work,,,,Private Bag X6002,SOUTHERN PAARL,,7624
891,LUTZVILLE CLC,,,,"SUIKERHOEK STRAAT, LUTZVILLE, VREDENDAL",-,,,,SUIKERHOEK STRAAT,,LUTZVILLE,VREDENDAL,,,,,,1002,12,Rough Work,,,,SUIKERHOEK STRAAT,LUTZVILLE,VREDENDAL,
892,LYNEDOCH,,,,"MEERLUST, LYNEDOCH",021-8083638,,MEERLUST,,LYNEDOCH,,LYNEDOCH,LYNEDOCH,,,,,,1003,12,Rough Work,,MEERLUST,,LYNEDOCH,LYNEDOCH,LYNEDOCH,
893,MA AFRIKA TIKKUN CLC,,,,"THE HAGUE RECREATION CENTRE, MAIN ROAD, DELFT",073-5976374,,THE HAGUE RECREATION CENTRE,,MAIN ROAD,,DELFT,DELFT,,,,,,1004,12,Rough Work,,THE HAGUE RECREATION CENTRE,,MAIN ROAD,DELFT,DELFT,
895,Majahd Educational Services Multi-Purpose Primary Co-operative,,majahd.ltd@gmail.com,P O Box 75 Okiep  8270,1 Church Street Okiep 8270,027- 744 1310,,,1,Church Street,,Okiep,,,OTHER PROVINCE,,,,1005,25,Rough Work,,,,1 Church Street Okiep 8270,,,8270
896,MALMESBURY NEW PRISON,,,,"ROZENBURG STREET, MALMESBURY, MALMESBURY",022-4827754,,,,ROZENBURG STREET,,MALMESBURY,MALMESBURY,,,,,,1006,12,Rough Work,,,,ROZENBURG STREET,MALMESBURY,MALMESBURY,
898,MALMESBURY VOLWASSE ONDERWYSSENTRUM,,,,"DARLINGWEG, SCHOONSPRUIT, MALMESBURY",022-4864541,,DARLINGWEG,,SCHOONSPRUIT,,SCHOONSPRUIT,MALMESBURY,,,,,,1007,12,Rough Work,,DARLINGWEG,,SCHOONSPRUIT,SCHOONSPRUIT,MALMESBURY,
9,Hyundai automotive (PTY) LTD T/A HYUNDAI BELLVILLE (Bellville),,twillich@hyundai.co.za,"P O Box 3710, TYGERVALLEI, 7536","74 Voortrekker Street, BELLVILLE, 7536",021 957-5000,,,74,Voortrekker Street,,Bellville,,7536,,,,,1008,8,Rough Work,,,,74 Voortrekker Street,BELLVILLE,,7536
901,Management College of Southern Africa (MANCOSA) ,,capetown2@staff.mancosa.co.za ,,First floor Stadium on Main 99 Main Rd Claremont,021 671 6576 ,First floor,Stadium on Main,99,Main Rd,,Claremont,Cape Town,,,,,,1009,7,Rough Work,,,,First floor Stadium on Main 99 Main Rd Claremont,,,
902,MANUEL SECURITY CC ,,info@manuelsecurity.co.za,A” 368 Albert Road Salt River Cape Town Western Cape 7900,A” 368 Albert Road Salt River Cape Town Western Cape 7900,073 833 4888 / 083 678 7802,,,368,Albert Road,,Salt River,Cape Town,7900,,,,,1010,18,Rough Work,,,,A” 368 Albert Road Salt River Cape Town Western Cape 7900,,,7900
903,MARINE PRODUCTS LTD,,ilne@mp.co.za,POSBUS 203 VELDDRIF 7365,RIVER STREET LAAIPLEK,022-88 30125,,,,RIVER STREET,,LAAIPLEK,LAAIPLEK,7365,,,Duplicate Suburb/City,,1011,3,Rough Work,,,,RIVER STREET LAAIPLEK,,,
904,Marriage and Family Life Office,,suzanne.duncan@pastoraldevelopment.co.za,P O Box 2910 Cape Town 8000,12 Bouquet Street Claremont Cape Town 8001,087-807 9157,,,12,Bouquet Street,,Claremont,,8001,,,,,1012,25,Rough Work,,,,12 Bouquet Street Claremont Cape Town 8001,,,
905,Mary Poppins Professional Au P,,mpoppinns@mweb.co.za,c/o Cape Town Teachers Centre P O Box 44460 Claremont 7736,Cape Town Teachers Centre Molteno Road Claremont 7736,021-6746689,,Cape Town Teachers Centre,,Molteno Road,,Claremont,,7736,,,,,1013,25,Rough Work,,,,Cape Town Teachers Centre Molteno Road Claremont 7736,,,
906,MARYLAND LITERACY PROGRAMME,,,,"C/O MARYLAND CENTRE, SUMMIT ROAD, HANOVER PARK",021-6921355,,C/O MARYLAND CENTRE,,SUMMIT ROAD,,HANOVER PARK,HANOVER PARK,,,,,,1014,12,Rough Work,,C/O MARYLAND CENTRE,,SUMMIT ROAD,HANOVER PARK,HANOVER PARK,
907,MASAKHANE ALC,,,,"MANDELA STREET, MASAKHANE, GANSBAAI",028-3151652,,,,MANDELA STREET,,MASAKHANE,GANSBAAI,,,,,,1015,12,Rough Work,,,,MANDELA STREET,MASAKHANE,GANSBAAI,
908,MASAKHANE ALC,,,,"UMNQOPHISO PRIMARY, NONKQUBELA STREET, LWANDLE",021-8455656,,UMNQOPHISO PRIMARY,,NONKQUBELA STREET,,LWANDLE,LWANDLE,,,,,,1016,12,Rough Work,,UMNQOPHISO PRIMARY,,NONKQUBELA STREET,LWANDLE,LWANDLE,
911,MASINYUSANE CLC,,,,"RELIEF STREET, MURRAYSBURG",049-8440592,,,,RELIEF STREET,,MURRAYSBURG,MURRAYSBURG,,,,,,1017,12,Rough Work,,,,RELIEF STREET,MURRAYSBURG,MURRAYSBURG,
912,MASIYILE ALC,,,,"MASIYILE HIGH, C/O BONGA AND PAMA ROAD, KHAYELITHSA",021-3641656,,MASIYILE HIGH,,C/O BONGA AND PAMA ROAD,,KHAYELITHSA,KHAYELITHSA,,,,,,1018,12,Rough Work,,MASIYILE HIGH,,C/O BONGA AND PAMA ROAD,KHAYELITHSA,KHAYELITHSA,
913,MASIZAME ALC,,,,"IMBONISELO PRIM, LINGELIHLE STREET, MBEKWENI, PAARL",021-8642418,,IMBONISELO PRIM,,LINGELIHLE STREET,,MBEKWENI,MBEKWENI,,,,,,1019,12,Rough Work,,IMBONISELO PRIM,,LINGELIHLE STREET,MBEKWENI,MBEKWENI,
914,Mathematics Education Primary Programme,,info2@mepp.co.za,P O BOX 23447 CLAREMONT 1 7735,1 ALMYR COURT  HUGON ROAD CLAREMONT 7735,021-683 6094,,ALMYR COURT,1,HUGON ROAD,,CLAREMONT,,,,,,,1020,25,Rough Work,,,,1 ALMYR COURT  HUGON ROAD CLAREMONT 7735,,,7735
915,MATIE COMMUNITY SERVICE,,,,"BANHOEK ROAD, STELLENBOSCH, STELLENBOSCH",021-8083644,,,,BANHOEK ROAD,,STELLENBOSCH,STELLENBOSCH,,,,,,1021,12,Rough Work,,,,BANHOEK ROAD,STELLENBOSCH,STELLENBOSCH,
916,Maxel Solutions,,madiniya.chellan@gmail.com,9 Fortesque Road Crawford Cape Town 7780,9 Fortesque Road Crawford Cape Town 7780,079-445 5699,,,9,Fortesque Road Crawford Cape Town 7780,,Crawford,Cape Town,7780,,,,,1022,19,Rough Work,,,,9 Fortesque Road Crawford Cape Town 7780,,,7780
917,MBEKWENI LITERACY PROJECT,,,,"LANGABUYA PRIMARY, MAFILA STREET, MBEKWENI",021-8642418,,LANGABUYA PRIMARY,,MAFILA STREET,,MBEKWENI,MBEKWENI,,,,,,1023,12,Rough Work,,LANGABUYA PRIMARY,,MAFILA STREET,MBEKWENI,MBEKWENI,
918,MC Hanekom ,,,,"DIE TREK STREET 
Piketberg, Western Cape",022 9132800,,,,DIE TREK STREET,,Piketberg,,,,,,,1024,2,Rough Work,,,,DIE TREK STREET,Piketberg,,
920,Mc Intosh Xaba and Associates (MXA) ,,mxa (at) mxa.co.za,PO Box 61221  Bishopsgate  4008  Durban,195 Umhlanga Rocks Drive Durban North,Tel: +27 87 754 4030 / +27 31 563 4335 Cell: +27 82 443 7423,,,,195 Umhlanga Rocks Drive Durban North,,,Durban North,,OTHER PROVINCE,,,,1025,7,Rough Work,,,,195 Umhlanga Rocks Drive Durban North,,,
921,McCarthy Automotive Artisans Academy (CAPE TOWN) (DTTC),,,"Unit 6B, Saxonburg Business Park, Barlinka Road, Blackheath, 8000","Unit 6B, Saxonburg Business Park, Barlinka Road, Blackheath, 8000",219057997,Unit 6B,Saxonburg Business Park,,Barlinka Road,,Blackheath,,8000,,,,,1026,11,Rough Work,,,,Unit 6B; Saxonburg Business Park,Barlinka Road,,8000
922,MCGREGOR CLC,,,,"THUSONG BUILDING, PADDY STREET, ROBERTSON",023-6262542,,THUSONG BUILDING,,PADDY STREET,,ROBERTSON,ROBERTSON,,,,,,1027,12,Rough Work,,THUSONG BUILDING,,PADDY STREET,ROBERTSON,ROBERTSON,
923,MECHANICAL TRAINING SCHOOL (Bellville South),,,,,,,,,,,,,,,,,,1028,8,Rough Work,,,,,,,
925,Media Village Communication,,annemarie@mediavillage.info,P O Box 610  Constantia 7945,13 Sondal Road Eversdal Durbanville Cape Town Western Cape 7550,021- 975 7800,,,13,,Eversdal,Durbanville,Cape Town,7550,,,,,1029,9,Rough Work,,,,13 Sondal Road Eversdal Durbanville Cape Town Western Cape 7550,,,7550
926,Mediclinic (Pty) Ltd,,rvdm@mediclinic.com,PO Box 456 STELLENBOSCH 7599,"Tijgerpark 1, Willie van Schoor Drive, Bellville, 7530",(021) 809 6500,Tijgerpark 1,,1,Willie van Schoor Drive,,Bellville,,7530,,,,,1030,13,Rough Work,Tijgerpark 1,,1,Willie van Schoor Drive,Bellville,,7530
927,Merpak Envelopes Cape (Pty) Limited,,,13-19 Hillstar Avenue,13-19 Hillstar Avenue,217995740,,,13-19,Hillstar Avenue,,Ottery,,7780,,,,,1031,11,Rough Work,,,,13-19 Hillstar Avenue,,,
929,Metavarsity cc,,Gillian@metavarsity.com,SUITE 208 RHEEDE STREET GARDENS 8001,SUITE 208 RHEEDE STREET GARDENS 8001,021-4264538,,,,RHEEDE STREET,,GARDENS,,8001,,,,,1032,25,Rough Work,,,,SUITE 208 RHEEDE STREET GARDENS 8001,,,
93,ARCELORMITTAL SA - SALDANHA WORKS T/A SALDANHA STEEL (PTY) LTD (Saldanha)(TP),,www.arcelormittalsa.com,"Ystervarkensrug, Saldanha","Ystervarkensrug, Saldanha",227 094 000,,,,,,Ystervarkensrug,SALDANHA,7395,,,,,1033,8,Rough Work,,,,Ystervarkensrug,Saldanha,,
930,METHODIST CHURCH,,,,"METHODISTE KERK, BRANDERSTRAAT, RUSTDENE, BEAUFORT-WES",023-4143834,,METHODISTE KERK,,BRANDERSTRAAT,,RUSTDENE,RUSTDENE,,,,,,1034,12,Rough Work,,METHODISTE KERK,,BRANDERSTRAAT,RUSTDENE,RUSTDENE,
931,METHODIST MANDLENKOSI CLC,,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,,,MAARMAN STRAAT,,KWAMANDLENKOSI,BEAUFORT WEST,,,,,,1035,12,Rough Work,,,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,
933,MFULENI CLC,,,,"C/O TOKWANA AND NQUBELANI, EXTENSION 6, MFULENI",061-0669254,,C/O TOKWANA AND NQUBELANI,,EXTENSION 6,,EXTENSION 6,MFULENI,,,,,,1036,12,Rough Work,,C/O TOKWANA AND NQUBELANI,,EXTENSION 6,EXTENSION 6,MFULENI,
934,MGI Bass Gordon GHF ,,alumni@bassgordon.co.za.,"P.O. Box 838
Cape Town
South Africa
8000","1 Long Street, Cape Town City Centre, Cape Town, 8001",021 405 8500/01,,,1,Long Street,,Cape Town,,8001,,,,,1037,2,Rough Work,,,1,Long Street,Cape Town,,8001
935,MHONKO'S WASTE AND SECURITY SERVICES CC ,,info@mhonko.co.za,,"5 Lincoln Street, Bellville, Western Cape, South Africa.",021-9489083,,,5,Lincoln Street,,Bellville,,,,,,,1038,18,Rough Work,,,,5 Lincoln Street,Bellville,,
936,MIDDELPLAAS,,,,"MIDDELPLAAS, PORTERVILLE, PORTERVILLE",022-9313947,,MIDDELPLAAS,,PORTERVILLE,,PORTERVILLE,PORTERVILLE,,,,,,1039,12,Rough Work,,MIDDELPLAAS,,PORTERVILLE,PORTERVILLE,PORTERVILLE,
938,Mills Litho,,,Cnr 11th Avenue & Numan Street,"Cnr 11th Avenue & Nyman Street, Kensington",215939160,,,,Cnr 11th Avenue & Nyman Street,,Kensington,,7405,,,,,1040,11,Rough Work,,,,Cnr 11th Avenue & Nyman Street,Kensington,,
939,Mills Litho,,johns@millslitho.co.za,P O Box 4503,,021-  593 9160,,,,Cnr 11th Avenue & Numan Street,,Kensington,,7405,,,John R W Scheffers,,1041,4,,,,,Cnr 11th Avenue & Numan Street,Kensington,,7405
94,Arc-Tec Training Centre (PAARDEN EILAND) (TP),,,Paarden Island,Paarden Island,,,,,,,Paarden Eiland,,7405,,,,,1042,8,Rough Work,,,,Paarden Island,,,
940,Milpark Business School,,Jacqui.vanMarcke@milpark.ac.za,"P.O Box 44235
Claremont
Cape Town
7735","2nd Floor Sunclare Building 
Cnr Protea & Dreyer Rds
Claremont
Cape Town
7708",(021) 6739100,2nd Floor,Sunclare Building,,Protea Rd & Dreyer Rd,,Claremont,,7708,,,,,1043,6,Rough Work,2nd Floor,Sunclare Building,,Protea Rd & Dreyer Rd,Claremont,,7708
941,Milpark Business School (Pty) Ltd,,info@milpark.ac.za,PO Box 91714 AUCKLAND PARK 2006,"2nd Floor Sunclare, Corner Protea and Dreyer Roads, Claremont, Cape Town, 7708",(011) 718 4010,2nd Floor,Sunclare,Cnr,Protea and Dreyer Roads,,Claremont,,7708,,,,,1044,13,Rough Work,2nd Floor,Sunclare,Cnr,Protea and Dreyer Roads,Claremont,,7708
942,Milpark Business School (Pty) Ltd,,Maritsa.Grewe@milpark.ac.za,,"2nd Floor Sunclare Building 
Cnr Protea & Dreyer Rd s Claremnt 
Cape Town
7708",0216739100,2nd Floor,Sunclare Building,Cnr,Protea Rd & Dreyer Rd,,Claremont,,,,,,,1045,17,Rough Work,2nd Floor,Sunclare Building,Cnr,Protea Rd & Dreyer Rd,Claremont,,
943,Milpark Education (Pty) Ltd,,info@milpark.ac.za,Dryer and Protea Roads Claremont Cape Town Metro Urban 7735,Dryer and Protea Roads Claremont Cape Town Metro Urban 7735,011-8059661,,,,Dryer and Protea Roads,,Claremont,Cape Town,7735,,,,,1046,21,Rough Work,,,,Dryer and Protea Roads Claremont Cape Town Metro Urban 7735,,,7735
946,Mind Magic Consulting,,zuleigha@mindmagic.co.za,275 Victoria Road Salt River 7925,275 Victoria Road Salt River 7925,021-448 7112,,,275,Victoria Road,,Salt River,,7925,,,,,1047,25,Rough Work,,,,275 Victoria Road Salt River 7925,,,
947,Mind Magic Consulting ,,ulearn@mindmagic.co.za,(same as physical?),"275 Victoria Road, Salt River, Cape Town",021  448  7112,,,275,Victoria Road,,Salt River,Cape Town,,,,,,1048,7,Rough Work,,,,275 Victoria Road,Salt River,,
950,MKHANGELI ALC,,,,"IMBASA PRIMARY, C/O NEW EISLEBEN ROAD, OLD CROSSROADS",021-3860877,,IMBASA PRIMARY,,C/O NEW EISLEBEN ROAD,,OLD CROSSROADS,OLD CROSSROADS,,,,,,1049,12,Rough Work,,IMBASA PRIMARY,,C/O NEW EISLEBEN ROAD,OLD CROSSROADS,OLD CROSSROADS,
951,MKHANYISELI CLC,,,,"MKHANYISELI PRIM SCHOOL, TERMINUS ROAD, K.T.C, NYANGA",021-3863454,,MKHANYISELI PRIM SCHOOL,,TERMINUS ROAD,,K.T.C,K.T.C,,,,,,1050,12,Rough Work,,MKHANYISELI PRIM SCHOOL,,TERMINUS ROAD,K.T.C,K.T.C,
952,ML Viljoen Consultants,,mlv@mweb.co.za,P O Box 60535 Table View 7439,27 Strubens Road Mowbray  Cape town,021-686 8988,,,27,Strubens Road,,Mowbray,,,,,,,1051,25,Rough Work,,,,27 Strubens Road Mowbray  Cape town,,,
954,Mokete Training and Consulting Services cc,,mamokiti@telkomsa.net,6 Caernarvon Crescent Parklands Cape Town 7441,6 Caernarvon Crescent Parklands Cape Town 7441,021-556 4648,,,6,Caernarvon Crescent Parklands Cape Town 7441,,Parklands,Cape Town,7441,,,,,1052,19,Rough Work,,,,6 Caernarvon Crescent Parklands Cape Town 7441,,,7441
955,Mondipak  Kuilsriver,,cleibbrandt@mpsa.co.za,P O Box 27,,021- 906 1444,,,14,Fabriek Street,,Kuilsriver,,7580,,,Mrs Celia Leibbrandt,,1053,4,,,,,14 Fabriek Street,Kuilsriver,,7580
956,Mondipak Epping,,,P O Box 120,,021- 592 1762,,,,Cnr Drukkery And Malherbe Street,,Goodwood,,7580,,,Spurgeon  Lange,,1054,4,,,,,Cnr Drukkery And Malherbe Street,Goodwood,,7460
957,MondiPak Namibia (Pty) Ltd,,rkaura@mpsa.co.za,PO Box 399,,002 646 421 4200,,,44,Third Street,,Walvis Bay Namibia,,,OTHER PROVINCE,,Roswitha Kaura,,1055,4,44 Third Street,,,44 Third Street,Walvis Bay,Namibia,,
96,ATLANTIS EDUCATION & TRAINING INSTITUTE (Atlantis)(TP),,,,,,,,,,,,,,,,,,1056,8,Rough Work,,,,,,,
961,Moore Stephens Management Services (Pty) Ltd ,,postmaster@moorestephens.co.za,,"3rd & 4th Floor, The Gateway,
Century Way, Century Cit  7441",(0)21 525 8600,3rd & 4th Floor,The Gateway,,Century Way,,Century City,,7441,,,,,1057,2,Rough Work,3rd & 4th Floor,The Gateway,,Century Way,Century City,,7441
962,MOORREESBURG CLC (MOVOS),,,,"HOOF STRAAT, MOORREESBURG, MOORREESBURG",022-4334355,,,,HOOF STRAAT,,MOORREESBURG,MOORREESBURG,,,,,,1058,12,Rough Work,,,,HOOF STRAAT,MOORREESBURG,MOORREESBURG,
963,MORGENSTER (BALCO),,,,"THE FARM, SAMANTHA ROADS, MITCHELLS PLAIN",021-7157497,,THE FARM,,SAMANTHA ROADS,,MITCHELLS PLAIN,MITCHELLS PLAIN,,,,,,1059,12,Rough Work,,THE FARM,,SAMANTHA ROADS,MITCHELLS PLAIN,MITCHELLS PLAIN,
964,MOSSELBAY CLC,,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,,,MAYIXHALE STREET,,KANONQABA,MOSSELBAAI,,,,,,1060,12,Rough Work,,,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,
965,Mpact Kuilsriver,,,14 Fabriek Street,14 Fabriek Street,219061444,,,,Range Road,,Blackheath,,7581,Address Added,,,,1061,11,Rough Work,,,,14 Fabriek Street,,,
966,Multi Dimentional t/a Trans4m,,sdservices@telkomsa.net,Postnet Suite 16 Private Bag x 21 Howard Place 7450,8 Parkchester Avenue Pinelands Cape Town 7450,021-5312351,,,8,Parkchester Avenue,,Pinelands,,,,,,,1062,25,Rough Work,,,,8 Parkchester Avenue Pinelands Cape Town 7450,,,7450
967,MZAMOMHLE ALC,,,,"SAGOLODA STREET, BROWNS FARM, PHILLIP",021-3883358,,,,SAGOLODA STREET,,BROWNS FARM,PHILLIPI,,,,,,1063,12,Rough Work,,,,SAGOLODA STREET,BROWNS FARM,PHILLIPI,
968,NACCW,,headoffice@naccw.org.za,9 220 OTTERY ROAD CAPE TOWN 7800,9 220 OTTERY ROAD CAPE TOWN 7800,021-7626076,Office no. 9,,220,OTTERY ROAD,,Wynberg,Cape Town,7800,,,,,1064,5,Rough Work,,,,9 220 OTTERY ROAD CAPE TOWN 7800,,,7800
97,AUTO BODY COACH WORKS (Parow),,bevilledw@mweb.co.za,"P O Box 1408, PAROW, 7500","43 King Edward Street, PAROW, 7500",021 930-0798,,,43,King Edward Street,,Parow,,7500,,,,,1065,8,Rough Work,,,,43 King Edward Street,PAROW,,7500
970,Namaqua Sands,,kevin.nangle@za.tronox.com,"PO Box 435, Vredenburg, 7380","Trunk Road 85/1, Smelter, Saldanha, 7380",,,,,Trunk Road,,Smelter,SALDANHA,7380,,,,,1066,10,Rough Work,,,,Trunk Road 85/1,Smelter,,7380
973,Nampak Cartons & Labels (W.C.),,,Dacres Avenue,Dacres Avenue,215074300,,,,Dacres Avenue,,Epping Industrial,,7460,,,,,1067,11,Rough Work,,,,Dacres Avenue,,,
974,Nampak Cartons & Labels (W.C.),,Charlene.Stemmet@za.nampak.com,P O Box 2222,,021-  507 4300,,,,Dacres Avenue,,Epping,,7463,,,Charlene Stemmet,,1068,4,,,,,Dacres Avenue,Epping,,7463
975,"Nampak Cartons & Labels, Gravure - Western Cape",,,Printpak Building,Printpak Building,215348141,,Printpak Building,114,"Dennis Road Atholl Gardens,",,Sandton,GAUTENG,,OTHER PROVINCE,,,,1069,11,Rough Work,,,,Printpak Building,,,
978,Nampak Corrugated Cape Town,,,Cnr Hewitt Avenue & Bofors Circle,Cnr Hewitt Avenue & Bofors Circle,215051300,,,,Cnr Hewitt Avenue & Bofors Circle,,Epping,,7460,,,,,1070,11,Rough Work,,,,Cnr Hewitt Avenue & Bofors Circle,,,
979,Nampak Corrugated Cape Town,,kerwyn.safers@za.nampak.com,P O Box 206,,021- 505 1300,,,,Cnr Hewitt Avenue & Bofors Circle,,Epping,,7464,,,Kerwyn Safers,,1071,4,,,,,Cnr Hewitt Avenue & Bofors Circle,Epping,,7464
98,AUTO MECHANICAL SERVICES (Beaufort West),,,"153 Donkin Street, BEAUFORT WEST, 6970","153 Donkin Street, BEAUFORT WEST, 6970",023 415-1686,,,153,Donkin Street,,BEAUFORT WEST,BEAUFORT WEST,6970,,,Duplicate Suburb/City,,1072,8,Rough Work,,,,153 Donkin Street,BEAUFORT WEST,,6970
